i,creation_time,deletion_time
0,0.04669904708862305,0.005705833435058594
0,0.005657672882080078,0.003412008285522461
0,0.0023238658905029297,0.0025680065155029297
0,0.002771139144897461,0.0033309459686279297
0,0.0027239322662353516,0.002190828323364258
0,0.0024290084838867188,0.0025169849395751953
0,0.001962900161743164,0.002064943313598633
0,0.003632068634033203,0.0021839141845703125
0,0.0018737316131591797,0.00189208984375
0,0.0024919509887695312,0.0017311573028564453
1,0.03318071365356445,0.00578618049621582
1,0.004300117492675781,0.003905057907104492
1,0.004503011703491211,0.004015207290649414
1,0.0034439563751220703,0.004775047302246094
1,0.003156900405883789,0.003901243209838867
1,0.003086090087890625,0.004014730453491211
1,0.0026099681854248047,0.003080129623413086
1,0.0032622814178466797,0.00267791748046875
1,0.0029349327087402344,0.002469301223754883
1,0.002866983413696289,0.0028409957885742188
2,0.02960205078125,0.0069580078125
2,0.006499767303466797,0.004579782485961914
2,0.00427699089050293,0.0042569637298583984
2,0.0046770572662353516,0.005287885665893555
2,0.006394863128662109,0.0034389495849609375
2,0.005091667175292969,0.0032410621643066406
2,0.003075122833251953,0.002846956253051758
2,0.002683877944946289,0.0035550594329833984
2,0.0027778148651123047,0.003248929977416992
2,0.0026319026947021484,0.0026602745056152344
3,0.09626317024230957,0.005266904830932617
3,0.004518747329711914,0.004175901412963867
3,0.004302978515625,0.005038022994995117
3,0.0044710636138916016,0.004172086715698242
3,0.0048482418060302734,0.005255937576293945
3,0.004848003387451172,0.004189968109130859
3,0.006673097610473633,0.0038909912109375
3,0.0036232471466064453,0.0032150745391845703
3,0.0035369396209716797,0.00392603874206543
3,0.0038852691650390625,0.0033338069915771484
4,0.02727222442626953,0.004395008087158203
4,0.0054929256439208984,0.0036008358001708984
4,0.004712820053100586,0.00576019287109375
4,0.02808403968811035,0.010201215744018555
4,0.0033690929412841797,0.002507925033569336
4,0.0026199817657470703,0.0024271011352539062
4,0.003870248794555664,0.002696990966796875
4,0.004015207290649414,0.0031871795654296875
4,0.003340005874633789,0.002521038055419922
4,0.002437114715576172,0.002830982208251953
5,0.013339042663574219,0.008742809295654297
5,0.010068178176879883,0.007190704345703125
5,0.008873939514160156,0.006711006164550781
5,0.005711078643798828,0.004470109939575195
5,0.005799770355224609,0.006876230239868164
5,0.0035638809204101562,0.003412961959838867
5,0.0032682418823242188,0.00391387939453125
5,0.003554105758666992,0.004354000091552734
5,0.0034596920013427734,0.004123210906982422
5,0.003298044204711914,0.0033037662506103516
6,0.0313870906829834,0.008547782897949219
6,0.005209207534790039,0.0050351619720458984
6,0.004830121994018555,0.004046916961669922
6,0.006764888763427734,0.006350040435791016
6,0.0037338733673095703,0.00482487678527832
6,0.0039958953857421875,0.0057659149169921875
6,0.005165815353393555,0.00692296028137207
6,0.004746913909912109,0.004121065139770508
6,0.005755186080932617,0.010303974151611328
6,0.006074190139770508,0.0038340091705322266
7,0.03185415267944336,0.00930023193359375
7,0.007847785949707031,0.005080223083496094
7,0.0031900405883789062,0.002971172332763672
7,0.0030710697174072266,0.0028228759765625
7,0.004024982452392578,0.003486156463623047
7,0.003387928009033203,0.0029010772705078125
7,0.0028700828552246094,0.002875804901123047
7,0.003065824508666992,0.0033028125762939453
7,0.004194021224975586,0.0038628578186035156
7,0.004422187805175781,0.00341796875
8,0.0296478271484375,0.003075838088989258
8,0.004597902297973633,0.0033898353576660156
8,0.004087924957275391,0.004018068313598633
8,0.0043141841888427734,0.0039501190185546875
8,0.005085945129394531,0.003972768783569336
8,0.004854679107666016,0.0024871826171875
8,0.0021021366119384766,0.0023651123046875
8,0.0019049644470214844,0.042138099670410156
8,0.009360790252685547,0.010579109191894531
8,0.006847858428955078,0.002756834030151367
9,0.06320691108703613,0.007135868072509766
9,0.005295991897583008,0.002627849578857422
9,0.0029397010803222656,0.0017848014831542969
9,0.0018868446350097656,0.001641988754272461
9,0.0022928714752197266,0.0021431446075439453
9,0.002090930938720703,0.001628875732421875
9,0.0017809867858886719,0.0021152496337890625
9,0.0017611980438232422,0.0014760494232177734
9,0.0036020278930664062,0.0023272037506103516
9,0.0017468929290771484,0.0018982887268066406
10,0.0314180850982666,0.006102085113525391
10,0.005813121795654297,0.005062103271484375
10,0.005858182907104492,0.006387948989868164
10,0.006114959716796875,0.007073163986206055
10,0.009060144424438477,0.0068891048431396484
10,0.009853839874267578,0.0041429996490478516
10,0.003281116485595703,0.003331899642944336
10,0.0031969547271728516,0.003397226333618164
10,0.0036869049072265625,0.003496885299682617
10,0.005104780197143555,0.004045724868774414
11,0.01022481918334961,0.00633692741394043
11,0.009243011474609375,0.007308006286621094
11,0.006628751754760742,0.005297183990478516
11,0.009029865264892578,0.006661891937255859
11,0.0065882205963134766,0.0047338008880615234
11,0.006242036819458008,0.005919218063354492
11,0.006417274475097656,0.006434917449951172
11,0.0052258968353271484,0.004641056060791016
11,0.005463123321533203,0.0051310062408447266
11,0.005073070526123047,0.0052220821380615234
12,0.032344818115234375,0.008141756057739258
12,0.0067517757415771484,0.005720853805541992
12,0.004595279693603516,0.0044710636138916016
12,0.003718137741088867,0.00492405891418457
12,0.007342100143432617,0.004504203796386719
12,0.004132986068725586,0.003920793533325195
12,0.0037729740142822266,0.004709959030151367
12,0.00557708740234375,0.0058896541595458984
12,0.004200935363769531,0.003883838653564453
12,0.0037839412689208984,0.003981113433837891
13,0.029445886611938477,0.005983114242553711
13,0.0045108795166015625,0.0056591033935546875
13,0.0039038658142089844,0.0046749114990234375
13,0.00458073616027832,0.0050928592681884766
13,0.003476858139038086,0.0034661293029785156
13,0.0050449371337890625,0.003802776336669922
13,0.004189014434814453,0.0032989978790283203
13,0.004479885101318359,0.0033218860626220703
13,0.0030961036682128906,0.003348112106323242
13,0.0032868385314941406,0.006002187728881836
14,0.03300213813781738,0.004932880401611328
14,0.015477895736694336,0.003286123275756836
14,0.00273895263671875,0.0022411346435546875
14,0.0021126270294189453,0.0020437240600585938
14,0.0024521350860595703,0.002191781997680664
14,0.0028972625732421875,0.0024008750915527344
14,0.0025260448455810547,0.0022330284118652344
14,0.0021619796752929688,0.0019390583038330078
14,0.002424955368041992,0.0017590522766113281
14,0.0021109580993652344,0.002092123031616211
15,0.0315098762512207,0.00525212287902832
15,0.004270076751708984,0.00496983528137207
15,0.004044055938720703,0.0034952163696289062
15,0.004358768463134766,0.003916263580322266
15,0.0036029815673828125,0.003509044647216797
15,0.0041561126708984375,0.003763914108276367
15,0.003936052322387695,0.0040760040283203125
15,0.004091739654541016,0.003559112548828125
15,0.004338264465332031,0.003532886505126953
15,0.0039119720458984375,0.0037670135498046875
16,0.03161811828613281,0.0064678192138671875
16,0.005398750305175781,0.00475001335144043
16,0.0047872066497802734,0.00429224967956543
16,0.005366802215576172,0.006967782974243164
16,0.0046808719635009766,0.004076719284057617
16,0.004094123840332031,0.0072939395904541016
16,0.0052950382232666016,0.007150173187255859
16,0.0061299800872802734,0.0065653324127197266
16,0.004563093185424805,0.003822803497314453
16,0.004480123519897461,0.004504203796386719
17,0.010169267654418945,0.006196022033691406
17,0.006257057189941406,0.005352020263671875
17,0.005409955978393555,0.006212949752807617
17,0.0059320926666259766,0.007605314254760742
17,0.0060160160064697266,0.007292032241821289
17,0.013701677322387695,0.008579730987548828
