i,creation_time
0,0.011937141418457031
1,0.010379791259765625
2,0.008753538131713867
3,0.01411890983581543
4,0.010518789291381836
5,0.011295080184936523
6,0.008466958999633789
7,0.010825157165527344
8,0.009696006774902344
9,0.011500358581542969
