i,creation_time
0,0.0073184967041015625
1,0.009154558181762695
2,0.010178804397583008
3,0.008786439895629883
4,0.011156320571899414
5,0.010298013687133789
6,0.010033845901489258
7,0.012401819229125977
8,0.011051654815673828
9,0.008912086486816406
