
1,Wed Jun 5 20:53:17 +04 2024,%CPU,%,%MEM,0Mi,,Max CPU Core, %
2,Wed Jun 5 20:53:18 +04 2024,%CPU,%,%MEM,0Mi,,Max CPU Core, %
3,Wed Jun 5 20:53:19 +04 2024,%CPU,%,%MEM,0Mi,,Max CPU Core, %
4,Wed Jun 5 20:53:20 +04 2024,%CPU,%,%MEM,0Mi,,Max CPU Core, %
5,Wed Jun 5 20:53:22 +04 2024,%CPU,%,%MEM,0Mi,,Max CPU Core, %
6,Wed Jun 5 20:53:23 +04 2024,%CPU,%,%MEM,0Mi,,Max CPU Core, %
7,Wed Jun 5 20:53:24 +04 2024,%CPU,%,%MEM,0Mi,,Max CPU Core, %
8,Wed Jun 5 20:53:25 +04 2024,%CPU,%,%MEM,0Mi,,Max CPU Core, %
9,Wed Jun 5 20:53:26 +04 2024,%CPU,%,%MEM,0Mi,,Max CPU Core, %
