i,creation_time
0,0.007091522216796875
1,0.008602619171142578
2,0.009209394454956055
3,0.010627269744873047
4,0.009813308715820312
5,0.010471105575561523
6,0.01039576530456543
7,0.009135007858276367
8,0.010168790817260742
9,0.008728504180908203
