i,creation_time,retrieval_time
0,2.042729377746582,0.003511667251586914
0,0.004770517349243164,0.0035598278045654297
0,0.005407810211181641,0.0036051273345947266
0,0.004975795745849609,0.003834247589111328
0,0.004958391189575195,0.0037055015563964844
0,0.005084037780761719,0.0038988590240478516
0,0.005031585693359375,0.0036919116973876953
0,0.005451202392578125,0.00373077392578125
0,0.005336761474609375,0.003645658493041992
0,0.005109310150146484,0.003643512725830078
0,0.005293846130371094,0.0036165714263916016
0,0.00508880615234375,0.0038404464721679688
0,0.005002498626708984,0.0037932395935058594
0,0.005475759506225586,0.0037860870361328125
0,0.005004405975341797,0.0037200450897216797
0,0.004988670349121094,0.003621339797973633
0,0.005158424377441406,0.003603219985961914
0,0.005021572113037109,0.003872394561767578
0,0.00543522834777832,0.003701448440551758
0,0.005519390106201172,0.003666400909423828
0,0.004973649978637695,0.003753185272216797
0,0.0051386356353759766,0.003797292709350586
0,0.0052318572998046875,0.003781557083129883
0,0.004917621612548828,0.003720998764038086
0,0.005415678024291992,0.0038194656372070312
0,0.005146503448486328,0.003823518753051758
0,0.005169391632080078,0.0037026405334472656
0,0.005049705505371094,0.0036449432373046875
0,0.004881620407104492,0.003699779510498047
0,0.004904985427856445,0.003719806671142578
0,0.005115985870361328,0.0037717819213867188
0,0.004996061325073242,0.0036287307739257812
0,0.004902362823486328,0.0037183761596679688
0,0.005094766616821289,0.004091024398803711
0,0.005028486251831055,0.003694772720336914
0,0.0054168701171875,0.0037674903869628906
0,0.004982709884643555,0.0036923885345458984
0,0.005074262619018555,0.0037925243377685547
0,0.005146980285644531,0.0037088394165039062
0,0.005092620849609375,0.003771543502807617
0,0.005057573318481445,0.003777027130126953
0,0.005078554153442383,0.003815889358520508
0,0.004865407943725586,0.003947019577026367
0,0.0049631595611572266,0.0036606788635253906
0,0.005125522613525391,0.003999233245849609
0,0.005105257034301758,0.0036711692810058594
0,0.005311250686645508,0.003533601760864258
0,0.005034685134887695,0.0037763118743896484
0,0.005110502243041992,0.003726482391357422
0,0.004859447479248047,0.004009723663330078
0,0.004760265350341797,0.003651857376098633
0,0.0049896240234375,0.005761623382568359
0,0.005174160003662109,0.0037848949432373047
0,0.005279064178466797,0.00362396240234375
0,0.005274057388305664,0.003988027572631836
0,0.004992485046386719,0.003661632537841797
0,0.0051152706146240234,0.003748655319213867
0,0.005070686340332031,0.003550291061401367
0,0.005151033401489258,0.004068136215209961
0,0.004979372024536133,0.0036971569061279297
0,0.005085468292236328,0.0036323070526123047
0,0.004717350006103516,0.003761768341064453
0,0.005106210708618164,0.003725290298461914
0,0.004935741424560547,0.0036270618438720703
0,0.005370378494262695,0.0037763118743896484
0,0.005032539367675781,0.0037393569946289062
0,0.004939079284667969,0.003686189651489258
0,0.00506281852722168,0.0036742687225341797
0,0.005074739456176758,0.00360870361328125
0,0.005149364471435547,0.0038497447967529297
0,0.005245208740234375,0.0037441253662109375
0,0.0053424835205078125,0.003973245620727539
0,0.005429983139038086,0.003969669342041016
0,0.005019664764404297,0.003721475601196289
0,0.0050280094146728516,0.003810405731201172
0,0.005398988723754883,0.003658294677734375
0,0.005010843276977539,0.003688335418701172
0,0.0052340030670166016,0.0037717819213867188
0,0.005234718322753906,0.0037069320678710938
0,0.005028724670410156,0.0037899017333984375
0,0.0051615238189697266,0.0038030147552490234
0,0.005159139633178711,0.003744363784790039
0,0.005076169967651367,0.0037224292755126953
0,0.0051534175872802734,0.0040934085845947266
0,0.004875659942626953,0.0038890838623046875
0,0.005168914794921875,0.0036771297454833984
0,0.004910707473754883,0.003798961639404297
0,0.0053212642669677734,0.003734588623046875
0,0.005159616470336914,0.0037834644317626953
0,0.005121707916259766,0.0038695335388183594
0,0.005101203918457031,0.003684520721435547
