i,creation_time,retrieval_time,deletion_time
0,0.007486820220947266,0,0
0,0.0036301612854003906,0,0
0,0.0043141841888427734,0,0
0,0.00397491455078125,0,0
0,0.004256725311279297,0,0
0,0.003996372222900391,0,0
0,0.004038095474243164,0,0
0,0.0046231746673583984,0,0
0,0.00442814826965332,0,0
0,0.004105091094970703,0,0
0,0.003922700881958008,0,0
0,0.004552602767944336,0,0
0,0.004042148590087891,0,0
0,0.003403186798095703,0,0
0,0.003737211227416992,0,0
0,0.0037560462951660156,0,0
0,0.0036962032318115234,0,0
0,0.003618955612182617,0,0
0,0.0040814876556396484,0,0
0,0.0038547515869140625,0,0
0,0.0033135414123535156,0,0
0,0.0035583972930908203,0,0
0,0.0039021968841552734,0,0
0,0.0035810470581054688,0,0
0,0.0035886764526367188,0,0
0,0.003331422805786133,0,0
0,0.0036792755126953125,0,0
0,0.003852367401123047,0,0
0,0.0033698081970214844,0,0
0,0.0034096240997314453,0,0
0,0.0034399032592773438,0,0
0,0.0032913684844970703,0,0
0,0.003281116485595703,0,0
0,0.003170013427734375,0,0
0,0.0038862228393554688,0,0
0,0.003498077392578125,0,0
0,0.0035924911499023438,0,0
0,0.004018068313598633,0,0
0,0.003624439239501953,0,0
0,0.0033216476440429688,0,0
0,0.0036597251892089844,0,0
0,0.003448486328125,0,0
0,0.0037457942962646484,0,0
0,0.0035448074340820312,0,0
0,0.0036084651947021484,0,0
0,0.003223419189453125,0,0
0,0.003503561019897461,0,0
0,0.0039980411529541016,0,0
0,0.0035538673400878906,0,0
0,0.0035529136657714844,0,0
0,0.003695249557495117,0,0
0,0.0035886764526367188,0,0
0,0.0037109851837158203,0,0
0,0.003444671630859375,0,0
0,0.0036144256591796875,0,0
0,0.0032761096954345703,0,0
0,0.003342151641845703,0,0
0,0.0036461353302001953,0,0
0,0.003524303436279297,0,0
0,0.0032434463500976562,0,0
0,0.003023386001586914,0,0
0,0.0032625198364257812,0,0
0,0.0036368370056152344,0,0
0,0.0031425952911376953,0,0
0,0.003212451934814453,0,0
0,0.003160238265991211,0,0
0,0.0034706592559814453,0,0
0,0.0036268234252929688,0,0
0,0.0033714771270751953,0,0
0,0.0031905174255371094,0,0
0,0.003512859344482422,0,0
0,0.0030755996704101562,0,0
0,0.003278493881225586,0,0
0,0.003198385238647461,0,0
0,0.0032989978790283203,0,0
0,0.0033991336822509766,0,0
0,0.003286600112915039,0,0
0,0.003278493881225586,0,0
0,0.003193378448486328,0,0
0,0.0031042098999023438,0,0
0,0.0030651092529296875,0,0
0,0.0035407543182373047,0,0
0,0.0032529830932617188,0,0
0,0.0030732154846191406,0,0
0,0.0030291080474853516,0,0
0,0.0033142566680908203,0,0
0,0.004051923751831055,0,0
0,0.0035364627838134766,0,0
0,0.003910064697265625,0,0
0,0.0033190250396728516,0,0
0,0.0034019947052001953,0,0
0,0.003668069839477539,0,0
0,0.0030345916748046875,0,0
0,0.0034673213958740234,0,0
0,0.0031151771545410156,0,0
0,0.0030395984649658203,0,0
0,0.003323078155517578,0,0
0,0.0030448436737060547,0,0
0,0.0031516551971435547,0,0
0,0.0032002925872802734,0,0
0,0.0030694007873535156,0,0
0,0.0032460689544677734,0,0
0,0.003988504409790039,0,0
0,0.0032815933227539062,0,0
0,0.003576993942260742,0,0
0,0.003381013870239258,0,0
0,0.003937244415283203,0,0
0,0.0032439231872558594,0,0
0,0.003385782241821289,0,0
0,0.003281831741333008,0,0
0,0.003961324691772461,0,0
0,0.0033321380615234375,0,0
0,0.0033397674560546875,0,0
0,0.0035004615783691406,0,0
0,0.003287792205810547,0,0
0,0.003226041793823242,0,0
0,0.003342151641845703,0,0
0,0.003539562225341797,0,0
0,0.0035161972045898438,0,0
0,0.0032203197479248047,0,0
0,0.0034456253051757812,0,0
0,0.003275156021118164,0,0
0,0.0031545162200927734,0,0
0,0.0032727718353271484,0,0
0,0.0037479400634765625,0,0
0,0.0032091140747070312,0,0
0,0.0035941600799560547,0,0
0,0.0033986568450927734,0,0
0,0.0031549930572509766,0,0
0,0.0036988258361816406,0,0
0,0.003408193588256836,0,0
0,0.003161191940307617,0,0
0,0.003010988235473633,0,0
0,0.0032134056091308594,0,0
0,0.0033257007598876953,0,0
0,0.0034761428833007812,0,0
0,0.003204822540283203,0,0
0,0.0038645267486572266,0,0
0,0.0033097267150878906,0,0
0,0.0036597251892089844,0,0
0,0.0034215450286865234,0,0
0,0.003342866897583008,0,0
0,0.0034470558166503906,0,0
0,0.0032863616943359375,0,0
0,0.003392457962036133,0,0
0,0.0032715797424316406,0,0
0,0.003122091293334961,0,0
0,0.0035746097564697266,0,0
0,0.003278493881225586,0,0
0,0.003258228302001953,0,0
0,0.0035588741302490234,0,0
0,0.0034720897674560547,0,0
0,0.0033826828002929688,0,0
0,0.0031807422637939453,0,0
0,0.0034592151641845703,0,0
0,0.003235340118408203,0,0
0,0.003337383270263672,0,0
0,0.003324270248413086,0,0
0,0.003658771514892578,0,0
0,0.00339508056640625,0,0
0,0.003644227981567383,0,0
0,0.0032923221588134766,0,0
0,0.0034248828887939453,0,0
0,0.003283977508544922,0,0
0,0.0033571720123291016,0,0
0,0.003237009048461914,0,0
0,0.003224611282348633,0,0
0,0.003392934799194336,0,0
0,0.003168344497680664,0,0
0,0.0034275054931640625,0,0
0,0.0032083988189697266,0,0
0,0.0032029151916503906,0,0
0,0.003250598907470703,0,0
0,0.004076242446899414,0,0
0,0.003171205520629883,0,0
0,0.0037467479705810547,0,0
0,0.0032792091369628906,0,0
0,0.003480195999145508,0,0
0,0.0032567977905273438,0,0
0,0.003219127655029297,0,0
0,0.0038607120513916016,0,0
0,0.003208637237548828,0,0
0,0.003669261932373047,0,0
0,0.003434896469116211,0,0
0,0.003319263458251953,0,0
0,0.003188610076904297,0,0
0,0.003696918487548828,0,0
0,0.003359079360961914,0,0
0,0.003420114517211914,0,0
0,0.003082275390625,0,0
0,0.0034940242767333984,0,0
0,0.0032694339752197266,0,0
0,0.0031583309173583984,0,0
0,0.003388643264770508,0,0
0,0.0030841827392578125,0,0
0,0.003261089324951172,0,0
0,0.003202676773071289,0,0
0,0.0031054019927978516,0,0
0,0.003363370895385742,0,0
0,0.0032300949096679688,0,0
0,0.003396749496459961,0,0
0,0.0032312870025634766,0,0
0,0.0033202171325683594,0,0
0,0.0030303001403808594,0,0
0,0.003351926803588867,0,0
0,0.0033223628997802734,0,0
0,0.0033774375915527344,0,0
0,0.0034999847412109375,0,0
0,0.0037271976470947266,0,0
0,0.0037152767181396484,0,0
0,0.0036449432373046875,0,0
0,0.003517627716064453,0,0
