i,time_taken
0,0.010451793670654297
1,0.007638216018676758
2,0.007753849029541016
3,0.007600069046020508
4,0.007652997970581055
5,0.007806062698364258
6,0.007185220718383789
7,0.008620023727416992
8,0.006968975067138672
9,0.007634162902832031
10,0.007029056549072266
11,0.007688999176025391
12,0.007118940353393555
13,0.00752711296081543
14,0.007144927978515625
15,0.00723576545715332
16,0.009839057922363281
17,0.0083160400390625
18,0.008125782012939453
19,0.006505012512207031
20,0.007625102996826172
21,0.0067822933197021484
22,0.007688999176025391
23,0.007069826126098633
24,0.006981849670410156
25,0.007109880447387695
26,0.007228851318359375
27,0.007188081741333008
28,0.006701231002807617
29,0.00911402702331543
30,0.006732940673828125
31,0.00745391845703125
32,0.0067179203033447266
33,0.007444858551025391
34,0.0075910091400146484
35,0.0069582462310791016
36,0.0077648162841796875
37,0.006747245788574219
38,0.007437944412231445
39,0.006640911102294922
40,0.0076940059661865234
41,0.006805896759033203
42,0.007308006286621094
43,0.007966995239257812
44,0.007562875747680664
45,0.007772207260131836
46,0.007050991058349609
47,0.0082550048828125
48,0.006842851638793945
49,0.0077402591705322266
50,0.00658416748046875
51,0.00757598876953125
52,0.007897138595581055
53,0.007142066955566406
54,0.006975889205932617
55,0.00657200813293457
56,0.00795602798461914
57,0.006280183792114258
58,0.007091999053955078
59,0.007200956344604492
60,0.007730960845947266
61,0.008563041687011719
62,0.010979890823364258
63,0.023979902267456055
64,0.009439945220947266
65,0.012529850006103516
66,0.00835108757019043
67,0.00904393196105957
68,0.007860183715820312
69,0.008606195449829102
70,0.010296106338500977
71,0.009648799896240234
72,0.008165836334228516
73,0.010660886764526367
74,0.00870513916015625
75,0.008217811584472656
76,0.007804155349731445
77,0.008327245712280273
78,0.00799107551574707
79,0.008957147598266602
80,0.007487058639526367
81,0.008780956268310547
82,0.006865024566650391
83,0.00764012336730957
84,0.006884098052978516
85,0.007426023483276367
86,0.0067250728607177734
87,0.006986856460571289
88,0.00773310661315918
89,0.0068759918212890625
90,0.007560014724731445
91,0.00689697265625
92,0.007147073745727539
93,0.006571769714355469
94,0.0071620941162109375
95,0.0070400238037109375
96,0.006640911102294922
97,0.00691986083984375
98,0.006561994552612305
99,0.007320880889892578
100,0.006613016128540039
101,0.006673097610473633
102,0.006974220275878906
103,0.006745815277099609
104,0.007055997848510742
105,0.0070171356201171875
106,0.007012844085693359
107,0.007782697677612305
108,0.006740093231201172
109,0.0070497989654541016
110,0.006939888000488281
111,0.006687164306640625
112,0.00652003288269043
113,0.0069200992584228516
114,0.007103919982910156
115,0.006599903106689453
116,0.007113933563232422
117,0.006496906280517578
118,0.007220029830932617
119,0.006947994232177734
120,0.006723642349243164
121,0.007142782211303711
122,0.0067250728607177734
123,0.006788015365600586
124,0.006883859634399414
125,0.006924152374267578
126,0.0068662166595458984
127,0.00683903694152832
128,0.0069730281829833984
129,0.006392240524291992
130,0.006832122802734375
131,0.00699305534362793
132,0.0070819854736328125
133,0.0070569515228271484
134,0.006497859954833984
135,0.0070378780364990234
136,0.006582021713256836
137,0.007069826126098633
138,0.00805521011352539
139,0.007173776626586914
140,0.010901927947998047
141,0.008203983306884766
142,0.00813603401184082
143,0.009616851806640625
144,0.008229970932006836
145,0.00888681411743164
146,0.0077860355377197266
147,0.007981061935424805
148,0.007102012634277344
149,0.006850004196166992
150,0.006952047348022461
151,0.006537914276123047
152,0.006945133209228516
153,0.0065538883209228516
154,0.007029056549072266
155,0.0067713260650634766
156,0.006757259368896484
157,0.007546901702880859
158,0.006882190704345703
159,0.008794069290161133
160,0.007788896560668945
161,0.007195234298706055
162,0.006917238235473633
163,0.006966114044189453
164,0.0072519779205322266
165,0.006790876388549805
166,0.007349967956542969
167,0.006507158279418945
168,0.007264852523803711
169,0.0066030025482177734
170,0.00671696662902832
171,0.007061958312988281
172,0.006495952606201172
173,0.007248878479003906
174,0.006443023681640625
175,0.006496906280517578
176,0.0070378780364990234
177,0.006540060043334961
178,0.0069620609283447266
179,0.006494045257568359
180,0.006604194641113281
181,0.007537841796875
182,0.006619930267333984
183,0.007937908172607422
184,0.006662845611572266
185,0.006844997406005859
186,0.006549835205078125
187,0.006580829620361328
188,0.00709986686706543
189,0.006490945816040039
190,0.006844758987426758
191,0.006605863571166992
192,0.006963968276977539
193,0.007249116897583008
194,0.006639003753662109
195,0.007149696350097656
196,0.0065419673919677734
197,0.021151065826416016
198,0.03653526306152344
199,0.011630058288574219
200,0.00938105583190918
201,0.008144855499267578
202,0.008742809295654297
203,0.008501291275024414
204,0.008156776428222656
205,0.007590055465698242
206,0.00795292854309082
207,0.0075571537017822266
208,0.009353876113891602
209,0.007925033569335938
210,0.008336782455444336
211,0.0076558589935302734
212,0.007469892501831055
213,0.007328987121582031
214,0.0067713260650634766
215,0.007100105285644531
216,0.0065767765045166016
217,0.007092952728271484
218,0.006557941436767578
219,0.007453203201293945
220,0.007318973541259766
221,0.006778240203857422
222,0.007000923156738281
223,0.006749153137207031
224,0.007047891616821289
225,0.007072925567626953
226,0.006726980209350586
227,0.00675201416015625
228,0.006613016128540039
229,0.007096052169799805
230,0.00722503662109375
231,0.008131027221679688
232,0.0065958499908447266
233,0.006882905960083008
234,0.007257223129272461
235,0.006590843200683594
236,0.007104158401489258
237,0.006312847137451172
238,0.007296085357666016
239,0.0068209171295166016
240,0.006700992584228516
241,0.00696873664855957
242,0.006766080856323242
243,0.007678031921386719
244,0.006544828414916992
245,0.006544828414916992
246,0.0067441463470458984
247,0.006637096405029297
248,0.00703120231628418
249,0.006354093551635742
250,0.0069789886474609375
251,0.007161140441894531
252,0.006643056869506836
253,0.0074307918548583984
254,0.006644010543823242
255,0.007311105728149414
256,0.006609201431274414
257,0.006778240203857422
258,0.007086992263793945
259,0.006514072418212891
260,0.00687098503112793
261,0.006356954574584961
262,0.0072591304779052734
263,0.006692647933959961
264,0.006777048110961914
265,0.007059812545776367
266,0.00645899772644043
267,0.0070989131927490234
268,0.0066220760345458984
269,0.007001161575317383
270,0.006957054138183594
271,0.0065839290618896484
272,0.007353067398071289
273,0.006369829177856445
274,0.006662130355834961
275,0.007178068161010742
276,0.006371974945068359
277,0.006862163543701172
278,0.006396770477294922
279,0.006623983383178711
280,0.007272005081176758
281,0.007188081741333008
282,0.0072977542877197266
283,0.006378650665283203
284,0.006712198257446289
285,0.0065631866455078125
286,0.006722211837768555
287,0.006855964660644531
288,0.006565093994140625
289,0.00754094123840332
290,0.006639003753662109
291,0.007393836975097656
292,0.0070037841796875
293,0.006846904754638672
294,0.0071222782135009766
295,0.006818056106567383
296,0.00770878791809082
297,0.008855819702148438
298,0.006946086883544922
299,0.0065097808837890625
300,0.006478071212768555
301,0.007210969924926758
302,0.006491899490356445
303,0.007028341293334961
304,0.006730079650878906
305,0.006802797317504883
306,0.006724119186401367
307,0.006509065628051758
308,0.007458925247192383
309,0.006433963775634766
310,0.0072629451751708984
311,0.006695747375488281
312,0.0066030025482177734
313,0.007061958312988281
314,0.006520986557006836
315,0.007130861282348633
316,0.0073010921478271484
317,0.006680011749267578
318,0.007236003875732422
319,0.010535955429077148
320,0.007762908935546875
321,0.006812095642089844
322,0.007024049758911133
323,0.006588935852050781
324,0.007667064666748047
325,0.006708860397338867
326,0.0072498321533203125
327,0.006894111633300781
328,0.006530046463012695
329,0.007075071334838867
330,0.006757020950317383
331,0.007647991180419922
332,0.0066606998443603516
333,0.007081031799316406
334,0.006851911544799805
335,0.0071299076080322266
336,0.0067560672760009766
337,0.0063478946685791016
338,0.006821870803833008
339,0.006823301315307617
340,0.0065310001373291016
341,0.0073070526123046875
342,0.006513118743896484
343,0.006911039352416992
344,0.006518125534057617
345,0.006816864013671875
