i,creation_time,retrieval_time,deletion_time
0,0.001994609832763672,0,0
0,0.0024042129516601562,0,0
0,0.0019648075103759766,0,0
0,0.0018019676208496094,0,0
0,0.0017147064208984375,0,0
0,0.0017240047454833984,0,0
0,0.0024137496948242188,0,0
0,0.0022649765014648438,0,0
0,0.0019004344940185547,0,0
0,0.0017938613891601562,0,0
0,0.0018641948699951172,0,0
0,0.0020949840545654297,0,0
0,0.0017638206481933594,0,0
0,0.001955270767211914,0,0
0,0.001967906951904297,0,0
0,0.0020897388458251953,0,0
0,0.0025436878204345703,0,0
0,0.0020914077758789062,0,0
0,0.0018308162689208984,0,0
0,0.0017752647399902344,0,0
0,0.0016875267028808594,0,0
0,0.0015835762023925781,0,0
0,0.001886606216430664,0,0
0,0.0016748905181884766,0,0
0,0.0017666816711425781,0,0
0,0.0020318031311035156,0,0
0,0.0018258094787597656,0,0
0,0.0024383068084716797,0,0
0,0.002053976058959961,0,0
0,0.0018744468688964844,0,0
0,0.002222299575805664,0,0
0,0.002020597457885742,0,0
0,0.0026335716247558594,0,0
0,0.0021278858184814453,0,0
0,0.0017290115356445312,0,0
0,0.0017974376678466797,0,0
0,0.0017213821411132812,0,0
0,0.0021820068359375,0,0
0,0.002062559127807617,0,0
0,0.0018296241760253906,0,0
0,0.0016829967498779297,0,0
0,0.0016529560089111328,0,0
0,0.0016536712646484375,0,0
0,0.0019237995147705078,0,0
0,0.0017123222351074219,0,0
0,0.0017125606536865234,0,0
0,0.001741647720336914,0,0
0,0.0018951892852783203,0,0
0,0.002248525619506836,0,0
0,0.001684427261352539,0,0
0,0.001644134521484375,0,0
0,0.0020294189453125,0,0
0,0.002008199691772461,0,0
0,0.002164125442504883,0,0
0,0.00185394287109375,0,0
0,0.0017235279083251953,0,0
0,0.0016431808471679688,0,0
0,0.0016989707946777344,0,0
0,0.0018935203552246094,0,0
0,0.0016951560974121094,0,0
0,0.0018131732940673828,0,0
0,0.0018301010131835938,0,0
0,0.0017881393432617188,0,0
0,0.0018982887268066406,0,0
0,0.0018770694732666016,0,0
0,0.0018639564514160156,0,0
0,0.001687765121459961,0,0
0,0.0017895698547363281,0,0
0,0.001848459243774414,0,0
0,0.0020847320556640625,0,0
0,0.001833200454711914,0,0
0,0.0017535686492919922,0,0
0,0.0017962455749511719,0,0
0,0.0018765926361083984,0,0
0,0.001969575881958008,0,0
0,0.0016934871673583984,0,0
0,0.0017147064208984375,0,0
0,0.001882314682006836,0,0
0,0.001810312271118164,0,0
0,0.001955270767211914,0,0
0,0.0018181800842285156,0,0
0,0.001956939697265625,0,0
0,0.001836538314819336,0,0
0,0.0018544197082519531,0,0
0,0.002005338668823242,0,0
0,0.001653909683227539,0,0
0,0.0017347335815429688,0,0
0,0.0017910003662109375,0,0
0,0.0018095970153808594,0,0
0,0.0017466545104980469,0,0
0,0.002012014389038086,0,0
0,0.0017993450164794922,0,0
0,0.0018107891082763672,0,0
0,0.0017538070678710938,0,0
